order_id,cust_id,gender,Age,Profession,first_name,last_name,prod_id,product,product_category,product_sub_category,store_name,store_address,country,order_status,delivery_type,order_date,delivery_date,review_score,price,Spending Score (1-100),Quantity
300,C_015,Female,48,Doctor,Helen,Renn,P_1006,Laptop,Electronics,Premium,Berlin Mitte,Main St,USA,Delivered,Online,2024-04-30,2024-05-01,1,620,86,1
301,C_010,Male,26,Lawyer,Dunn,Ryan,P_1001,Smartphone,Electronics,Standard,Nicosia Mall,High St,Cyprus,Cancelled,In-Store,2024-05-01,2024-05-03,2,200,100,1
302,C_008,Male,22,Executive,Dean,Kelly,P_1002,Headphones,Accessories,Budget,Nicosia Mall,Market Rd,Cyprus,Returned,Pickup,2024-05-02,2024-05-05,3,25,16,2
303,C_014,Female,35,Executive,Hannah,Muller,P_1003,Shoes,Fashion,Premium,New York Mall,Broadway,USA,Processing,Online,2024-05-03,2024-05-07,4,350,73,1
304,C_006,Male,25,Artist,David,Campbell,P_1004,Backpack,Fashion,Standard,Berlin Mitte,Main St,Netherlands,Delivered,In-Store,2024-05-04,2024-05-09,5,35,7,1
305,C_011,Female,36,Artist,Elsa,Russell,P_1005,Tablet,Accessories,Budget,Amsterdam Mall,High St,Australia,Cancelled,Pickup,2024-05-05,2024-05-11,1,499,21,1
306,C_026,Male,21,Barista,Michael,Canfield,P_1006,Laptop,Electronics,Premium,Amsterdam Mall,Market Rd,Australia,Returned,Online,2024-05-06,2024-05-13,2,620,26,1
307,C_025,Male,24,Barista,Martin,Taylor,P_1001,Smartphone,Electronics,Standard,Berlin Mitte,Broadway,Germany,Processing,In-Store,2024-05-07,2024-05-15,3,200,12,1
308,C_015,Female,48,Doctor,Helen,Renn,P_1002,Headphones,Accessories,Budget,Berlin Mitte,Main St,USA,Delivered,Pickup,2024-05-08,2024-05-17,4,25,14,2
309,C_009,Female,45,Doctor,Debby,Black,P_1003,Shoes,Fashion,Premium,Nicosia Mall,High St,Cyprus,Cancelled,Online,2024-05-09,2024-05-19,5,350,83,1
310,C_008,Male,22,Executive,Dean,Kelly,P_1004,Backpack,Fashion,Standard,Nicosia Mall,Market Rd,Cyprus,Returned,In-Store,2024-05-10,2024-05-11,1,35,65,1
311,C_014,Female,35,Executive,Hannah,Muller,P_1005,Tablet,Accessories,Budget,New York Mall,Broadway,USA,Processing,Pickup,2024-05-11,2024-05-13,2,499,15,1
312,C_018,Male,64,Healthcare,James,Smith,P_1006,Laptop,Electronics,Premium,Nicosia Mall,Main St,Cyprus,Delivered,Online,2024-05-12,2024-05-15,3,620,30,1
313,C_012,Female,19,Healthcare,Emily,Jerry,P_1001,Smartphone,Electronics,Standard,Nicosia Mall,High St,Cyprus,Cancelled,In-Store,2024-05-13,2024-05-17,4,200,100,2
314,C_001,Male,37,Artist,Alex,Taylor,P_1002,Headphones,Accessories,Budget,Netherlands Mall,High St,Netherlands,Returned,Pickup,2024-05-14,2024-05-19,5,25,9,2
315,C_033,Female,65,Homemaker,Venus,Garnett,P_1003,Shoes,Fashion,Premium,London West,Broadway,UK,Processing,Online,2024-05-15,2024-05-21,1,350,77,1
316,C_015,Female,48,Doctor,Helen,Renn,P_1004,Backpack,Fashion,Standard,Berlin Mitte,Main St,USA,Delivered,In-Store,2024-05-16,2024-05-23,2,35,93,3
317,C_009,Female,45,Doctor,Debby,Black,P_1005,Tablet,Accessories,Budget,Nicosia Mall,High St,Cyprus,Cancelled,Pickup,2024-05-17,2024-05-25,3,499,8,1
318,C_008,Male,22,Executive,Dean,Kelly,P_1006,Laptop,Electronics,Premium,Nicosia Mall,Market Rd,Cyprus,Returned,Online,2024-05-18,2024-05-27,4,620,91,2
319,C_013,Male,54,Entertainment,Glen,pokkkk,P_1001,Smartphone,Electronics,Standard,Amsterdam Mall,Broadway,Australia,Processing,In-Store,2024-05-19,2024-05-29,5,200,44,1
320,C_018,Male,64,Healthcare,James,Smith,P_1002,Headphones,Accessories,Budget,Nicosia Mall,Main St,Cyprus,Delivered,Pickup,2024-05-20,2024-05-21,1,25,56,2
321,C_003,Male,33,Marketing,Ben,Johnson,P_1003,Shoes,Fashion,Premium,Amsterdam Mall,High St,Australia,Cancelled,Online,2024-05-21,2024-05-23,2,350,21,1
322,C_026,Male,21,Barista,Michael,Canfield,P_1004,Backpack,Fashion,Standard,Amsterdam Mall,Market Rd,Australia,Returned,In-Store,2024-05-22,2024-05-25,3,35,60,1
323,C_025,Male,24,Barista,Martin,Taylor,P_1005,Tablet,Accessories,Budget,Berlin Mitte,Broadway,Germany,Processing,Pickup,2024-05-23,2024-05-27,4,499,100,2
324,C_003,Male,33,Marketing,Ben,Johnson,P_1006,Laptop,Electronics,Premium,Amsterdam Mall,Main St,Australia,Delivered,Online,2024-05-24,2024-05-29,5,620,94,2
325,C_022,Male,18,Homemaker,Kevin,Patrick,P_1001,Smartphone,Electronics,Standard,New York Mall,High St,USA,Cancelled,In-Store,2024-05-25,2024-05-31,1,200,40,1
326,C_008,Male,22,Executive,Dean,Kelly,P_1002,Headphones,Accessories,Budget,Nicosia Mall,Market Rd,Cyprus,Returned,Pickup,2024-05-26,2024-06-02,2,25,7,2
327,C_014,Female,35,Executive,Hannah,Muller,P_1003,Shoes,Fashion,Premium,New York Mall,Broadway,USA,Processing,Online,2024-05-27,2024-06-04,3,350,90,1
328,C_018,Male,64,Healthcare,James,Smith,P_1004,Backpack,Fashion,Standard,Nicosia Mall,Main St,Cyprus,Delivered,In-Store,2024-05-28,2024-06-06,4,35,39,1
329,C_012,Female,19,Healthcare,Emily,Jerry,P_1005,Tablet,Accessories,Budget,Nicosia Mall,High St,Cyprus,Cancelled,Pickup,2024-05-29,2024-06-08,5,499,58,1
330,C_026,Male,21,Barista,Michael,Canfield,P_1006,Laptop,Electronics,Premium,Amsterdam Mall,Market Rd,Australia,Returned,Online,2024-05-30,2024-05-31,1,620,2,1
331,C_025,Male,24,Barista,Martin,Taylor,P_1001,Smartphone,Electronics,Standard,Berlin Mitte,Broadway,Germany,Processing,In-Store,2024-05-31,2024-06-02,2,200,33,1
332,C_015,Female,48,Doctor,Helen,Renn,P_1002,Headphones,Accessories,Budget,Berlin Mitte,Main St,USA,Delivered,Pickup,2024-06-01,2024-06-04,3,25,62,2
333,C_023,Male,53,Lawyer,Klen,Britton,P_1003,Shoes,Fashion,Premium,New York Mall,High St,USA,Cancelled,Online,2024-06-02,2024-06-06,4,350,67,1
334,C_008,Male,22,Executive,Dean,Kelly,P_1004,Backpack,Fashion,Standard,Nicosia Mall,Market Rd,Cyprus,Returned,In-Store,2024-06-03,2024-06-08,5,35,96,1
335,C_014,Female,35,Executive,Hannah,Muller,P_1005,Tablet,Accessories,Budget,New York Mall,Broadway,USA,Processing,Pickup,2024-06-04,2024-06-10,1,499,58,1
336,C_018,Male,64,Healthcare,James,Smith,P_1006,Laptop,Electronics,Premium,Nicosia Mall,Main St,Cyprus,Delivered,Online,2024-06-05,2024-06-12,2,620,30,1
337,C_012,Female,19,Healthcare,Emily,Jerry,P_1001,Smartphone,Electronics,Standard,Nicosia Mall,High St,Cyprus,Cancelled,In-Store,2024-06-06,2024-06-14,3,200,75,1
338,C_020,Male,39,Healthcare,Joe,Patty,P_1002,Headphones,Accessories,Budget,London West,Market Rd,UK,Returned,Pickup,2024-06-07,2024-06-16,4,25,62,2
339,C_033,Female,65,Homemaker,Venus,Garnett,P_1003,Shoes,Fashion,Premium,London West,Broadway,UK,Processing,Online,2024-06-08,2024-06-18,5,350,28,1
340,C_003,Male,33,Marketing,Ben,Johnson,P_1004,Backpack,Fashion,Standard,Amsterdam Mall,Main St,Australia,Delivered,In-Store,2024-06-09,2024-06-10,1,35,55,1
341,C_009,Female,45,Doctor,Debby,Black,P_1005,Tablet,Accessories,Budget,Nicosia Mall,High St,Cyprus,Cancelled,Pickup,2024-06-10,2024-06-12,2,499,99,2
342,C_008,Male,22,Executive,Dean,Kelly,P_1006,Laptop,Electronics,Premium,Nicosia Mall,Market Rd,Cyprus,Returned,Online,2024-06-11,2024-06-14,3,620,82,1
343,C_014,Female,35,Executive,Hannah,Muller,P_1001,Smartphone,Electronics,Standard,New York Mall,Broadway,USA,Processing,In-Store,2024-06-12,2024-06-16,4,200,61,1
344,C_018,Male,64,Healthcare,James,Smith,P_1002,Headphones,Accessories,Budget,Nicosia Mall,Main St,Cyprus,Delivered,Pickup,2024-06-13,2024-06-18,5,25,61,2
345,C_013,Male,54,Entertainment,Glen,Pokk,P_1003,Shoes,Fashion,Premium,Amsterdam Mall,High St,Australia,Cancelled,Online,2024-06-14,2024-06-20,1,350,99,1
346,C_001,Male,37,Artist,Alex,Taylor,P_1004,Backpack,Fashion,Standard,Netherlands Mall,Main St,Netherlands,Returned,In-Store,2024-06-15,2024-06-22,2,35,84,1
347,C_025,Male,24,Barista,Martin,Taylor,P_1005,Tablet,Accessories,Budget,Berlin Mitte,Broadway,Germany,Processing,Pickup,2024-06-16,2024-06-24,3,499,22,1
348,C_015,Female,48,Doctor,Helen,Renn,P_1006,Laptop,Electronics,Premium,Berlin Mitte,Main St,USA,Delivered,Online,2024-06-17,2024-06-26,4,620,41,1
349,C_009,Female,45,Doctor,Debby,Black,P_1001,Smartphone,Electronics,Standard,Nicosia Mall,High St,Cyprus,Cancelled,In-Store,2024-06-18,2024-06-28,5,200,39,1
350,C_008,Male,22,Executive,Dean,Kelly,P_1002,Headphones,Accessories,Budget,Nicosia Mall,Market Rd,Cyprus,Returned,Pickup,2024-06-19,2024-06-20,1,25,98,2
351,C_014,Female,35,Executive,Hannah,Muller,P_1003,Shoes,Fashion,Premium,New York Mall,Broadway,USA,Processing,Online,2024-06-20,2024-06-22,2,350,91,1
352,C_006,Male,25,Artist,David,Campbell,P_1004,Backpack,Fashion,Standard,Berlin Mitte,Main St,Netherlands,Delivered,In-Store,2024-06-21,2024-06-24,3,35,4,1
353,C_012,Female,19,Healthcare,Emily,Jerry,P_1005,Tablet,Accessories,Budget,Nicosia Mall,High St,Cyprus,Cancelled,Pickup,2024-06-22,2024-06-26,4,499,98,1
354,C_026,Male,21,Barista,Michael,Canfield,P_1006,Laptop,Electronics,Premium,Amsterdam Mall,Market Rd,Australia,Returned,Online,2024-06-23,2024-06-28,5,620,35,1
355,C_026,Female,21,Barista,Michael,Canfield,P_1001,Smartphone,Electronics,Standard,Amsterdam Mall,Broadway,Australia,Processing,In-Store,2024-06-24,2024-06-30,1,200,75,1
356,C_015,Female,48,Doctor,Helen,Renn,P_1002,Headphones,Accessories,Budget,Berlin Mitte,Main St,USA,Delivered,Pickup,2024-06-25,2024-07-02,2,25,20,2
357,C_009,Female,45,Doctor,Debby,Black,P_1003,Shoes,Fashion,Premium,Nicosia Mall,High St,Cyprus,Cancelled,Online,2024-06-26,2024-07-04,3,350,87,1
358,C_008,Male,22,Executive,Dean,Kelly,P_1004,Backpack,Fashion,Standard,Nicosia Mall,Market Rd,Cyprus,Returned,In-Store,2024-06-27,2024-07-06,4,35,51,1
359,C_014,Female,35,Executive,Hannah,Muller,P_1005,Tablet,Accessories,Budget,New York Mall,Broadway,USA,Processing,Pickup,2024-06-28,2024-07-08,5,499,19,1
360,C_018,Male,64,Healthcare,James,Smith,P_1006,Laptop,Electronics,Premium,Nicosia Mall,Main St,Cyprus,Delivered,Online,2024-01-01,2024-01-02,1,620,71,1
361,C_016,Female,42,Entertainment,Isabel,Pearce,P_1001,Smartphone,Electronics,Standard,Nicosia Mall,High St,Cyprus,Cancelled,In-Store,2024-01-02,2024-01-04,2,200,18,1
362,C_026,Male,21,Barista,Michael,Canfield,P_1002,Headphones,Accessories,Budget,Amsterdam Mall,Market Rd,Australia,Returned,Pickup,2024-01-03,2024-01-06,3,25,61,2
363,C_033,Female,65,Homemaker,Venus,Garnett,P_1003,Shoes,Fashion,Premium,London West,Broadway,UK,Processing,Online,2024-01-04,2024-01-08,4,350,73,1
364,C_015,Female,48,Doctor,Helen,Renn,P_1004,Backpack,Fashion,Standard,Berlin Mitte,Main St,USA,Delivered,In-Store,2024-01-05,2024-01-10,5,35,56,1
365,C_009,Female,45,Doctor,Debby,Black,P_1005,Tablet,Accessories,Budget,Nicosia Mall,High St,Cyprus,Cancelled,Pickup,2024-01-06,2024-01-12,1,499,85,1
366,C_008,Male,22,Executive,Dean,Kelly,P_1006,Laptop,Electronics,Premium,Nicosia Mall,Market Rd,Cyprus,Returned,Online,2024-01-07,2024-01-14,2,620,72,1
367,C_021,Male,52,Healthcare,Josh,Walker,P_1001,Smartphone,Electronics,Standard,Nicosia Mall,Broadway,Cyprus,Processing,In-Store,2024-01-08,2024-01-16,3,200,30,1
368,C_018,Male,64,Healthcare,James,Smith,P_1002,Headphones,Accessories,Budget,Nicosia Mall,Main St,Cyprus,Delivered,Pickup,2024-01-09,2024-01-18,4,25,74,2
369,C_012,Female,19,Healthcare,Emily,Jerry,P_1003,Shoes,Fashion,Premium,Nicosia Mall,High St,Cyprus,Cancelled,Online,2024-01-10,2024-01-20,5,350,15,2
370,C_019,Female,34,Lawyer,Jessica,Danforth,P_1004,Backpack,Fashion,Standard,New York Mall,Market Rd,USA,Returned,In-Store,2024-01-11,2024-01-12,1,35,25,1
371,C_001,Male,37,Artist,Alex,Taylor,P_1005,Tablet,Accessories,Budget,Netherlands Mall,Broadway,Netherlands,Processing,Pickup,2024-01-12,2024-01-14,2,499,61,1
372,C_010,Male,26,Lawyer,Dunn,Ryan,P_1006,Laptop,Electronics,Premium,Nicosia Mall,Main St,Cyprus,Delivered,Online,2024-01-13,2024-01-16,3,620,49,1
373,C_009,Female,45,Doctor,Debby,Black,P_1001,Smartphone,Electronics,Standard,Nicosia Mall,High St,Cyprus,Cancelled,In-Store,2024-01-14,2024-01-18,4,200,5,1
374,C_008,Male,22,Executive,Dean,Kelly,P_1002,Headphones,Accessories,Budget,Nicosia Mall,Market Rd,Cyprus,Returned,Pickup,2024-01-15,2024-01-20,5,25,92,2
375,C_014,Female,35,Executive,Hannah,Muller,P_1003,Shoes,Fashion,Premium,New York Mall,Broadway,USA,Processing,Online,2024-01-16,2024-01-22,1,350,43,1
376,C_018,Male,64,Healthcare,James,Smith,P_1004,Backpack,Fashion,Standard,Nicosia Mall,Main St,Cyprus,Delivered,In-Store,2024-01-17,2024-01-24,2,35,83,2
377,C_016,Female,42,Entertainment,Isabel,Pearce,P_1005,Tablet,Accessories,Budget,Nicosia Mall,High St,Cyprus,Cancelled,Pickup,2024-01-18,2024-01-26,3,499,78,1
378,C_026,Male,21,Barista,Michael,Canfield,P_1006,Laptop,Electronics,Premium,Amsterdam Mall,Market Rd,Australia,Returned,Online,2024-01-19,2024-01-28,4,620,64,1
379,C_003,Male,33,Marketing,Ben,Johnson,P_1001,Smartphone,Electronics,Standard,Amsterdam Mall,Broadway,Australia,Processing,In-Store,2024-01-20,2024-01-30,5,200,77,1
380,C_015,Female,48,Doctor,Helen,Renn,P_1002,Headphones,Accessories,Budget,Berlin Mitte,Main St,USA,Delivered,Pickup,2024-01-21,2024-01-22,1,25,51,2
381,C_009,Female,45,Doctor,Debby,Black,P_1003,Shoes,Fashion,Premium,Nicosia Mall,High St,Cyprus,Cancelled,Online,2024-01-22,2024-01-24,2,350,2,1
382,C_008,Male,22,Executive,Dean,Kelly,P_1004,Backpack,Fashion,Standard,Nicosia Mall,Market Rd,Cyprus,Returned,In-Store,2024-01-23,2024-01-26,3,35,8,1
383,C_014,Female,35,Executive,Hannah,Muller,P_1005,Tablet,Accessories,Budget,New York Mall,Broadway,USA,Processing,Pickup,2024-01-24,2024-01-28,4,499,26,1
384,C_006,Male,25,Artist,David,Campbell,P_1006,Laptop,Electronics,Premium,Berlin Mitte,Main St,Netherlands,Delivered,Online,2024-01-25,2024-01-30,5,620,43,1
385,C_012,Female,19,Healthcare,Emily,Jerry,P_1001,Smartphone,Electronics,Standard,Nicosia Mall,High St,Cyprus,Cancelled,In-Store,2024-01-26,2024-02-01,1,200,83,1
386,C_006,Male,25,Artist,David,Campbell,P_1002,Headphones,Accessories,Budget,Berlin Mitte,Market Rd,Netherlands,Returned,Pickup,2024-01-27,2024-02-03,2,25,97,2
387,C_004,Male,33,Barista,Brewster,Michael,P_1003,Shoes,Fashion,Premium,Nicosia Mall,Broadway,Cyprus,Processing,Online,2024-01-28,2024-02-05,3,350,18,1
388,C_015,Female,48,Doctor,Helen,Renn,P_1004,Backpack,Fashion,Standard,Berlin Mitte,Main St,USA,Delivered,In-Store,2024-01-29,2024-02-07,4,35,5,1
389,C_009,Female,45,Doctor,Debby,Black,P_1005,Tablet,Accessories,Budget,Nicosia Mall,High St,Cyprus,Cancelled,Pickup,2024-01-30,2024-02-09,5,499,8,1
390,C_008,Male,22,Executive,Dean,Kelly,P_1006,Laptop,Electronics,Premium,Nicosia Mall,Market Rd,Cyprus,Returned,Online,2024-01-31,2024-02-01,1,620,23,1
391,C_014,Female,35,Executive,Hannah,Muller,P_1001,Smartphone,Electronics,Standard,New York Mall,Broadway,USA,Processing,In-Store,2024-02-01,2024-02-03,2,200,10,1
392,C_018,Male,64,Healthcare,James,Smith,P_1002,Headphones,Accessories,Budget,Nicosia Mall,Main St,Cyprus,Delivered,Pickup,2024-02-02,2024-02-05,3,25,1,2
393,C_006,Male,25,Artist,David,Campbell,P_1003,Shoes,Fashion,Premium,Berlin Mitte,High St,Netherlands,Cancelled,Online,2024-02-03,2024-02-07,4,350,30,1
394,C_026,Male,21,Barista,Michael,Canfield,P_1004,Backpack,Fashion,Standard,Amsterdam Mall,Market Rd,Australia,Returned,In-Store,2024-02-04,2024-02-09,5,35,31,1
395,C_033,Female,65,Homemaker,Venus,Garnett,P_1005,Tablet,Accessories,Budget,London West,Broadway,UK,Processing,Pickup,2024-02-05,2024-02-11,1,499,82,1
396,C_015,Female,48,Doctor,Helen,Renn,P_1006,Laptop,Electronics,Premium,Berlin Mitte,Main St,USA,Delivered,Online,2024-02-06,2024-02-13,2,620,52,1
397,C_009,Female,45,Doctor,Debby,Black,P_1001,Smartphone,Electronics,Standard,Nicosia Mall,High St,Cyprus,Cancelled,In-Store,2024-02-07,2024-02-15,3,200,69,1
398,C_008,Male,22,Executive,Dean,Kelly,P_1002,Headphones,Accessories,Budget,Nicosia Mall,Market Rd,Cyprus,Returned,Pickup,2024-02-08,2024-02-17,4,25,41,1
399,C_014,Female,35,Executive,Hannah,Muller,P_1003,Shoes,Fashion,Premium,New York Mall,Broadway,USA,Processing,Online,2024-02-09,2024-02-19,5,350,28,1
400,C_018,Male,64,Healthcare,James,Smith,P_1004,Backpack,Fashion,Standard,Nicosia Mall,Main St,Cyprus,Delivered,In-Store,2024-02-10,2024-02-11,1,35,77,1
401,C_012,Female,19,Healthcare,Emily,Jerry,P_1005,Tablet,Accessories,Budget,Nicosia Mall,High St,Cyprus,Cancelled,Pickup,2024-02-11,2024-02-13,2,499,35,1
402,C_026,Male,21,Barista,Michael,Canfield,P_1006,Laptop,Electronics,Premium,Amsterdam Mall,Market Rd,Australia,Returned,Online,2024-02-12,2024-02-15,3,620,92,1
403,C_003,Male,33,Marketing,Ben,Johnson,P_1001,Smartphone,Electronics,Standard,Amsterdam Mall,Broadway,Australia,Processing,In-Store,2024-02-13,2024-02-17,4,200,95,1
404,C_015,Female,48,Doctor,Helen,Renn,P_1002,Headphones,Accessories,Budget,Berlin Mitte,Main St,USA,Delivered,Pickup,2024-02-14,2024-02-19,5,25,46,2
405,C_009,Female,45,Doctor,Debby,Black,P_1003,Shoes,Fashion,Premium,Nicosia Mall,High St,Cyprus,Cancelled,Online,2024-02-15,2024-02-21,1,350,45,1
406,C_008,Male,22,Executive,Dean,Kelly,P_1004,Backpack,Fashion,Standard,Nicosia Mall,Market Rd,Cyprus,Returned,In-Store,2024-02-16,2024-02-23,2,35,11,1
407,C_014,Female,35,Executive,Hannah,Muller,P_1005,Tablet,Accessories,Budget,New York Mall,Broadway,USA,Processing,Pickup,2024-02-17,2024-02-25,3,499,73,1
408,C_006,Male,25,Artist,David,Campbell,P_1006,Laptop,Electronics,Premium,Berlin Mitte,Main St,Netherlands,Delivered,Online,2024-02-18,2024-02-27,4,620,36,1
409,C_016,Female,42,Entertainment,Isabel,Pearce,P_1001,Smartphone,Electronics,Standard,Nicosia Mall,High St,Cyprus,Cancelled,In-Store,2024-02-19,2024-02-29,5,200,87,1
410,C_026,Male,21,Barista,Michael,Canfield,P_1002,Headphones,Accessories,Budget,Amsterdam Mall,Market Rd,Australia,Returned,Pickup,2024-02-20,2024-02-21,1,25,93,2
411,C_004,Male,33,Barista,Brewster,Michael,P_1003,Shoes,Fashion,Premium,Nicosia Mall,Broadway,Cyprus,Processing,Online,2024-02-21,2024-02-23,2,350,83,1
412,C_022,Male,18,Homemaker,Kevin,Patrick,P_1004,Backpack,Fashion,Standard,New York Mall,Main St,USA,Delivered,In-Store,2024-02-22,2024-02-25,3,35,31,1
413,C_009,Female,45,Doctor,Debby,Black,P_1005,Tablet,Accessories,Budget,Nicosia Mall,High St,Cyprus,Cancelled,Pickup,2024-02-23,2024-02-27,4,499,88,1
414,C_008,Male,22,Executive,Dean,Kelly,P_1006,Laptop,Electronics,Premium,Nicosia Mall,Market Rd,Cyprus,Returned,Online,2024-02-24,2024-02-29,5,620,44,1
415,C_014,Female,35,Executive,Hannah,Muller,P_1001,Smartphone,Electronics,Standard,New York Mall,Broadway,USA,Processing,In-Store,2024-02-25,2024-03-02,1,200,5,1
416,C_018,Male,64,Healthcare,James,Smith,P_1002,Headphones,Accessories,Budget,Nicosia Mall,Main St,Cyprus,Delivered,Pickup,2024-02-26,2024-03-04,2,25,78,1
417,C_012,Female,19,Healthcare,Emily,Jerry,P_1003,Shoes,Fashion,Premium,Nicosia Mall,High St,Cyprus,Cancelled,Online,2024-02-27,2024-03-06,3,350,12,1
418,C_026,Male,21,Barista,Michael,Canfield,P_1004,Backpack,Fashion,Standard,Amsterdam Mall,Market Rd,Australia,Returned,In-Store,2024-02-28,2024-03-08,4,35,25,1
419,C_033,Female,65,Homemaker,Venus,Garnett,P_1005,Tablet,Accessories,Budget,London West,Broadway,UK,Processing,Pickup,2024-02-29,2024-03-10,5,499,40,1
420,C_015,Female,48,Doctor,Helen,Renn,P_1006,Laptop,Electronics,Premium,Berlin Mitte,Main St,USA,Delivered,Online,2024-03-01,2024-03-02,1,620,69,1
421,C_009,Female,45,Doctor,Debby,Black,P_1001,Smartphone,Electronics,Standard,Nicosia Mall,High St,Cyprus,Cancelled,In-Store,2024-03-02,2024-03-04,2,200,19,2
422,C_008,Male,22,Executive,Dean,Kelly,P_1002,Headphones,Accessories,Budget,Nicosia Mall,Market Rd,Cyprus,Returned,Pickup,2024-03-03,2024-03-06,3,25,96,2
423,C_014,Female,35,Executive,Hannah,Muller,P_1003,Shoes,Fashion,Premium,New York Mall,Broadway,USA,Processing,Online,2024-03-04,2024-03-08,4,350,34,1
424,C_006,Male,25,Artist,David,Campbell,P_1004,Backpack,Fashion,Standard,Berlin Mitte,Main St,Netherlands,Delivered,In-Store,2024-03-05,2024-03-10,5,35,71,1
425,C_021,Male,52,Healthcare,Josh,Walker,P_1005,Tablet,Accessories,Budget,Nicosia Mall,High St,Cyprus,Cancelled,Pickup,2024-03-06,2024-03-12,1,499,71,1
426,C_026,Male,21,Barista,Michael,Canfield,P_1006,Laptop,Electronics,Premium,Amsterdam Mall,Market Rd,Australia,Returned,Online,2024-03-07,2024-03-14,2,620,93,1
427,C_003,Male,33,Marketing,BEn,Johnson,P_1001,Smartphone,Electronics,Standard,Amsterdam Mall,Broadway,Australia,Processing,In-Store,2024-03-08,2024-03-16,3,200,32,1
428,C_015,Female,48,Doctor,Helen,Renn,P_1002,Headphones,Accessories,Budget,Berlin Mitte,Main St,USA,Delivered,Pickup,2024-03-09,2024-03-18,4,25,57,1
429,C_009,Female,45,Doctor,Debby,Black,P_1003,Shoes,Fashion,Premium,Nicosia Mall,High St,Cyprus,Cancelled,Online,2024-03-10,2024-03-20,5,350,4,1
430,C_008,Male,22,Executive,Dean,Kelly,P_1004,Backpack,Fashion,Standard,Nicosia Mall,Market Rd,Cyprus,Returned,In-Store,2024-03-11,2024-03-12,1,35,24,1
431,C_014,Female,35,Executive,Hannah,Muller,P_1005,Tablet,Accessories,Budget,New York Mall,Broadway,USA,Processing,Pickup,2024-03-12,2024-03-14,2,499,85,1
432,C_006,Male,25,Artist,David,Campbell,P_1006,Laptop,Electronics,Premium,Berlin Mitte,Main St,Netherlands,Delivered,Online,2024-03-13,2024-03-16,3,620,78,1
433,C_022,Male,18,Homemaker,Kevin,Patrick,P_1001,Smartphone,Electronics,Standard,New York Mall,High St,USA,Cancelled,In-Store,2024-03-14,2024-03-18,4,200,32,1
434,C_026,Male,21,Barista,Michael,Canfield,P_1002,Headphones,Accessories,Budget,Amsterdam Mall,Market Rd,Australia,Returned,Pickup,2024-03-15,2024-03-20,5,25,62,1
435,C_033,Female,65,Homemaker,Venus,Garnett,P_1003,Shoes,Fashion,Premium,London West,Broadway,UK,Processing,Online,2024-03-16,2024-03-22,1,350,38,1
436,C_023,Male,53,Lawyer,Klen,Britton,P_1004,Backpack,Fashion,Standard,New York Mall,Main St,USA,Delivered,In-Store,2024-03-17,2024-03-24,2,35,76,1
437,C_009,Female,45,Doctor,Debby,Black,P_1005,Tablet,Accessories,Budget,Nicosia Mall,High St,Cyprus,Cancelled,Pickup,2024-03-18,2024-03-26,3,499,41,1
438,C_008,Male,22,Executive,Dean,Kelly,P_1006,Laptop,Electronics,Premium,Nicosia Mall,Market Rd,Cyprus,Returned,Online,2024-03-19,2024-03-28,4,620,14,1
439,C_014,Female,35,Executive,Hannah,Muller,P_1001,Smartphone,Electronics,Standard,New York Mall,Broadway,USA,Processing,In-Store,2024-03-20,2024-03-30,5,200,93,1
440,C_018,Male,64,Healthcare,James,Smith,P_1002,Headphones,Accessories,Budget,Nicosia Mall,Main St,Cyprus,Delivered,Pickup,2024-03-21,2024-03-22,1,25,91,1
441,C_012,Female,19,Healthcare,Emily,Jerry,P_1003,Shoes,Fashion,Premium,Nicosia Mall,High St,Cyprus,Cancelled,Online,2024-03-22,2024-03-24,2,350,29,2
442,C_026,Male,21,Barista,Michael,Canfield,P_1004,Backpack,Fashion,Standard,Amsterdam Mall,Market Rd,Australia,Returned,In-Store,2024-03-23,2024-03-26,3,35,47,1
443,C_010,Male,26,Lawyer,Dunn,Ryan,P_1005,Tablet,Accessories,Budget,Nicosia Mall,Broadway,Cyprus,Processing,Pickup,2024-03-24,2024-03-28,4,499,88,2
444,C_015,Female,48,Doctor,Helen,Renn,P_1006,Laptop,Electronics,Premium,Berlin Mitte,Main St,USA,Delivered,Online,2024-03-25,2024-03-30,5,620,16,1
445,C_009,Female,45,Doctor,Debby,Black,P_1001,Smartphone,Electronics,Standard,Nicosia Mall,High St,Cyprus,Cancelled,In-Store,2024-03-26,2024-04-01,1,200,86,1
446,C_008,Male,22,Executive,Dean,Kelly,P_1002,Headphones,Accessories,Budget,Nicosia Mall,Market Rd,Cyprus,Returned,Pickup,2024-03-27,2024-04-03,2,25,87,1
447,C_014,Female,35,Executive,Hannah,Muller,P_1003,Shoes,Fashion,Premium,New York Mall,Broadway,USA,Processing,Online,2024-03-28,2024-04-05,3,350,24,1
448,C_018,Male,64,Healthcare,James,Smith,P_1004,Backpack,Fashion,Standard,Nicosia Mall,Main St,Cyprus,Delivered,In-Store,2024-03-29,2024-04-07,4,35,91,2
449,C_013,Male,54,Entertainment,GLen,Pokk,P_1005,Tablet,Accessories,Budget,Amsterdam Mall,High St,Australia,Cancelled,Pickup,2024-03-30,2024-04-09,5,499,64,1
